N° UNICO CONSECUTIVO DE IDENTIFICACION,ESTADO DEL ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,RAZON SOCIAL,NIT,REPRESENTANTE LEGAL,DIRECCION O UBICACION DEL ESTABLECIMIENTO,CONCEPTO SANITARIO VIGENTE,"LINEA SUBCATEGGORIA DE ALIMENTOS
(Productos elaborados o Procesados)"
21537,1 ACTIVO,ANTIOQUIA,MEDELLIN,PRODUCTOS CARNICOS FRICAR SAS,9012389194,LUIS EDUARDO VELASQUEZ GOMEZ,CL 62 No 56 A - 50,FAVORABLE,SALCHICHA;CHORIZO;BUTIFARRA;JAMON;MORTADELA;HAMBURGUESA;CABANO;TOCINETA;SALCHICHON
21540,1 ACTIVO,ANTIOQUIA,MEDELLIN,TAPON CORONA DE COLOMBIA SAS,8600144043,ANTONIO DONNADIEU ZAPATA,DG 64 ESTE No 67-180,FAVORABLE,EMPAQUES PARA ALIMENTOS
21552,1 ACTIVO,ANTIOQUIA,MEDELLIN,MARIN GOMEZ YORLADY PROPIETARIA DEL ESTABLECIMIENTO DE COMERCIO TAMALES DELIGIA,439885015,YORLADY MARIN GOMEZ,CR 47 B No 48-74,FAVORABLE,TAMALES DE CERDO;TAMALES MIXTOS
21555,1 ACTIVO,ANTIOQUIA,MEDELLIN,CHOCO GCG COLOMBIA SAS,9012227048,ALEJANDRO JAVIER AVELLA,CR 57 No 4 - 11 LOCAL 101,FAVORABLE,MASA CONGELADA PARA GALLETAS Y BROWNIES
21556,1 ACTIVO,ANTIOQUIA,MEDELLIN,FOLKLOR BEER SAS,9012758534,MIGUEL URIBE ALVAREZ,TR 22 No 65-41,FAVORABLE CON OBSERVACIONES,CERVEZA ARTESANAL
21557,1 ACTIVO,BOYACA,PUERTO BOYACA,AGUA LA CRECIENTE SAS,9010125982,NAIRO EDILBERTO PEREZ MONTAÑEZ,CR 5 No 6B-16,FAVORABLE,AGUA POTABLE TRATADA
21565,1 ACTIVO,SANTANDER,BUCARAMANGA,ALIMENTOS DOLCEZZA DE PROPIEDAD DE DOLCEZZA SAS,9011436216,JUAN EDUARDO CAMPOS VARGAS,CR 24 No 30-79 BR ANTONIA SANTOS,FAVORABLE,TURRONES PAN GALLETAS CEREALES PARA EL DESAYUNO GRANOS ENTEROS
21567,1 ACTIVO,CESAR,PAILITAS,EMBOTELLADORA MANANTIALES OASIS FRESH SAS,9012054668,OMAIRA SALAZAR GIL,CL 6A No 3-30,FAVORABLE,AGUA POTABLE TRATADA
21568,1 ACTIVO,CESAR,AGUACHICA,PROCOBA SAS,9011093257,JHONATAN MORALES,CL 10 No 28-33,FAVORABLE,AGUA POTABLE TRATADA
21573,1 ACTIVO,CESAR,SAN ALBERTO,FAJARDO CORZO CARLOS HUMBERTO-FAJARDO DISTRIBUCIONES,137020981,CARLOS HUMBERTO FAJARDO CORZO,CL 8 No 3-05 BR PRIMERO DE MAYO,FAVORABLE,QUESOS FRESCOS
21575,1 ACTIVO,BOGOTA,BOGOTA,LA FACTORIA GOURMET SAS,9004150512,JAIRO ENRIQUE RODRIGUEZ,CL 182 No 7-51 LC 5 Y 6,FAVORABLE,DERIVADOS CARNICOS MADURADOS;VINAGRE;SALSAS NO EMULSIONADAS;SALSA DE TOMATE
21581,1 ACTIVO,BOGOTA,BOGOTA,MEZA SOLUCIONES SAS,9011511613,MARIA ISABEL MEJIA FERNANDEZ,CR 7 No 180-75 BG 6 LC 23 CODABAS,FAVORABLE,EMPAQUE DE CAFÉ TOSTADO Y MOLIDO EN BOLSA FILTRANTE
21583,1 ACTIVO,ATLANTICO,BARRANQUILLA,CERVECERIA TRESQUINCE SAS,9011976730,HERNAN LACOUTURE PACINI,CR 50 No 42-17,FAVORABLE CON OBSERVACIONES,CERVEZA ARTESANAL
21584,1 ACTIVO,ATLANTICO,BARRANQUILLA,ESCALA IMPRESORES SAS,9000588104,SAMUEL MINSKI GONTOWNIK,CL 76 No 71-62-BARRANQUILLA,FAVORABLE,EMPAQUES PARA ALIMENTOS
21585,1 ACTIVO,ATLANTICO,BARRANQUILLA,CI ALIEMPAQUES SAS,9004237061,DILFAN MARIA DIAZ MONTES,CL 35 No 33 - 159 BG 1,FAVORABLE,PASTA DE POLLO
21586,1 ACTIVO,VALLE_DEL_CAUCA,PALMIRA,PRODUCTOS NATURALES DE LA SABANA SAS BIC,8600049224,JAIME EDUARDO GOMEZ GOMEZ,CL 42 CR 49 EQ AV CV,FAVORABLE,LECHE LIQUIDA ULTRA ALTA TEMPERATURA UHT
21587,1 ACTIVO,CUNDINAMARCA,MOSQUERA,COCHEROS SAS,9004812147,LUIS GUILLERMO HURTADO VALENZUELA,TR 18 No 12A-57 PARQUE INDUSTRIAL PUENTE GRANDE SEC PLANADAS,FAVORABLE,PRODUCTOS DE PANADERIA; SALSA DE TOMATE; ADEREZO DE PIÑA
21588,1 ACTIVO,CUNDINAMARCA,FUNZA,INVERSIONES INT COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA-INVERSIONES INT COLOMBIA SAS -KFC,9004393012,JAIME GOMEZ REYES,"PQ INDUSTRIAL CELTA AU MEDELLIN KM 7 COSTADO OCCIDENTAL LT 47 BD 1,2",FAVORABLE,POLLO DESPRESADO MARINADO POR TOMBLER O POR INYECCION;VEGETALES PELADOS Y CORTADOS;HELADOS CON BASE LACTEA
21594,1 ACTIVO,BOGOTA,BOGOTA,RANGITOTO SAS,9011572207,NOHORA CAROLINA CADAVID MEEK,CR 55 No 74-88 BR DOCE DE OCTUBRE,FAVORABLE,PASTA DE GARBANZO;PESTO;SOPAS VARIEDADES
21601,1 ACTIVO,CASANARE,YOPAL,ALIMENTICIOS DEL CAMPO SAS,9011482019,JULIO ROBERTO LOPEZ BERMUDEZ,CR 24 No 34 - 25 BR VILLA CONSUELO,FAVORABLE,QUESO FRESCO
21603,1 ACTIVO,QUINDIO,ARMENIA,BEBIDAS Y REFRESCOS DUBER SAS,9009978261,LILIANA DUARTE ROZO,CL 50 No. 22-12 BR FARALLONES,FAVORABLE,BEBIDAS SABORIZADAS;AGUA POTABLE TRATADA
21605,1 ACTIVO,CORDOBA,MONTERIA,LABORATORIOS BONTAL SAS,9007951620,SERGIO TAMAYO RUEDA,KM 4 VIA MONTERIA-PLANETA RICA CENTRO EMPRESARIAL EL TRIUNFO BG 19,FAVORABLE,"ALIMENTO EN POLVO A BSE DE LECHE EN POLVO DESCREMADA, PROTEINA DE SUERO, FRUTOOLIGOSACARIDOS, EXCELENTE FUENTE DE VITAMINAS Y MINERALES. VARIEDADES DE SABOR: ARTIFICIAL, NATURAL E IDENTICO AL NATURAL: VAINILLA, FRESA, NARANJA, TROPICAL, MANZANA, BANANO, FRAMBUESA, DURAZNO, FRUTOS ROJOS Y LECHE."
21606,1 ACTIVO,CORDOBA,MONTERIA,INDUSTRIAS ALIMENTICIAS B2H SAS,9008687918,LIZARDO AUGUSTO MONTOYA HENAO,CR 3A No 15-04,FAVORABLE,"PANES LEUDADOS CON LEVADURA O CON BICARBONATO (SE INCLUYEN PRODUCTOS TIPO ROSCONES, PANES Y BOLLOS DULCES)"
21607,1 ACTIVO,CORDOBA,MONTERIA,NUTRIANTOJOS SAS,9011298049,MARIA ALEJANDRA PEÑA MARTINEZ,CR 13 32 - 35 BR EL EDEN,FAVORABLE,"EMPANADAS RELLENAS CONGELADAS (BERENJENA, CARNE, POLLO, HAWAINA, DEDITO DE QUESO, DEDITO DE QUESO CON BOCADILLO, QUIBBES)."
21610,1 ACTIVO,CORDOBA,MONTERIA,FLOREZ FONSECA LIBARDO GREGORIO - HIELO HORIZONTE,188565981,LIBARDO GREGORIO FLOREZ FONSECA,BR HORIZONTE VIA SAN CARLOS CL LARGA,FAVORABLE,HIELO
21611,1 ACTIVO,CORDOBA,MONTERIA,ARROYAVE RIOS LEONARDO ANDRES PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO PURIFICADORA DE AGUA EL OTOÑO,10949043996,LEONARDO ANDRES ARROYAVE RIOS,DG 9 No 4 - 44 BR LA GRANJA,FAVORABLE,AGUA POTABLE TRATADA
21619,1 ACTIVO,SUCRE,SINCELEJO,MORENO BARRETO YEISON DARIO PROPIETARIO DE ESTABLECIMIENTO DE COMERCIO  DISTRIBUCIONES KA&ROS ML,925453370,YEISON DARIO MORENO BARRETO,CL 25 C No 8-61 PLAZOLETA 3 BR PIONEROS,FAVORABLE,AGUA
21622,1 ACTIVO,CORDOBA,MONTERIA,DE LA HOZ VILLALBA BRAYHAN AUGUSTO PROPIETARIO DE ESTABLECIMIENTO DE COMERCIO SUPER BOLI MONTERIA,10679079288,DE LA HOZ VILLALBA BRAYHAND AUGUSTO,CR 1A No 5 - 50 BR LA COQUERA,FAVORABLE,HELADOS A BASE DE LECHE (BOLIS)
21639,1 ACTIVO,BOLIVAR,CARTAGENA,COMECIALIZADORA DE HIELOS IGLU SA - CARTAGENA,8909088225,JUAN DIEGO LONDOÑO MEJIA,DG 21 No 45A-138,FAVORABLE,HIELO
21642,1 ACTIVO,MAGDALENA,SANTA MARTA,INDUSTRIA MANAGUA SAS,9011092850,YESMI BELLO IBAÑEZ,TV 5 No 38A - 28 BR MAMATOCO,FAVORABLE,AGUA POTABLE TRATADA
21645,1 ACTIVO,BOGOTA,BOGOTA,INDUSTRIA PANIFICADORA PLENTY SAS,9007063555,SERGIO ARTURO GALLO BURGOS,CR 123 No 14B-29 BD3,FAVORABLE,GALLETAS;PONQUES;TORTAS;PANES;TORTILLAS;MUFFINS
21653,1 ACTIVO,BOGOTA,BOGOTA,PRODUCTOS ALIMENTICIOS EL ARBOLITO SAS,9002988658,NIDIA MILENA GOMEZ CRISTANCHO,CL 68 No 88-17,FAVORABLE,LECHE CONDENSADA;MANJAR BLANCO
21654,1 ACTIVO,BOGOTA,BOGOTA,VITAL GRAINS SAS,9007984881,WILSON ANDRES POVEDA FLOREZ,CR 18A No 22-19,FAVORABLE,CEREALES Y PRODUCTOS A BASE DE CEREALES; DERIVADOS DE GRANOS DE CEREALES; DE RAICES Y TUBERCULOS; LEGUMINOSAS;EXCLUIDOS LOS PRODUCTOS DE PANADERIA DEL GRUPO 7; FRUTAS Y OTROS VEGETALES (INCLUIDOS HONGOS Y SETAS;RAICES Y TUBERCULOS; LEGUMINOSAS Y ALOE VERA); ALGAS MARINAS.NUECES; SEMILLAS; FRUTAS Y HORTALIZAS PROCESADAS.
21657,1 ACTIVO,ANTIOQUIA,MEDELLIN,COSMO COOKIES SAS,9010440283,SUSANA ARANGO VARGAS,CL 11 A No 43 D - 101,FAVORABLE,GALLETAS VARIEDADES
21658,1 ACTIVO,META,VILLAVICENCIO,INVERSIONES PERSOL SAS - AGUA SUPERPURA,9012603031,EDILBERTO PEREZ RODRIGUEZ,CL 13 A No 12C - 61 BR EL ESTERO,FAVORABLE,AGUA POTABLE TRATADA
21660,1 ACTIVO,CAQUETA,SAN VICENTE DEL CAGUAN,INDUSTRIA PAUL ZOMAC SAS,9012069814,LINA CAROLINA TRUJILLO,KM 3 VIA PRINCIPAL HACIA PUERTO RICO COSTADO IZQUIERDO VDA LA PRADERA,FAVORABLE,QUESO DOBLE CREMA
21679,1 ACTIVO,BOGOTA,BOGOTA,OSIS ZF SAS,9005227002,KIM KEUNHWA,CR 106 No 15A 25 ZN FRANCA MZ 18 LT 123 INTERIOR 2,FAVORABLE,ROLLO VARIEDADES CON ARROZ Y ALGAS MARINAS
21684,1 ACTIVO,BOGOTA,BOGOTA,CYTRIX SAS,9008999308,DEICI DADIANA CARDENAS RODRIGUEZ,CR 110A No 64-77 BR VILLAS DEL DORADO,FAVORABLE,JUGO DE NARANJA Y MANDARINA
21689,1 ACTIVO,CUNDINAMARCA,MACHETA,JANVILLE SAS,9012166781,JAIRO ALONSO CASTRO SANDOVAL,VDA QUEBRADA HONDA SC LAS CUADRAS DE MACHETA,FAVORABLE,QUESO CAMPESINO;QUESO DOBLE CREMA;CUAJADA
21690,1 ACTIVO,HUILA,NEIVA,ESTABLECIMIENTO PROPIPEDAD DEL SEÑOR MARTIN EDUARDO DIAZ AVILES - PRODUCTOS LACTEOS LA CACICA GAITANA,76926225,MARTIN EDUARDO DIAZ AVILES,CR 1B No. 17-25 BR CARACOLI,FAVORABLE,QUESOFRESCOVARIEDADES:QUESOFRESCOGRASOSEMIDURODEPASTAHILADAQUESILLO
21698,1 ACTIVO,ANTIOQUIA,YONDO,CREA & MARCA SAS,9010416945,EDGAR ALFONSO PLATA LOZANO,CR 55 No 48-71 BR LA ESPAÑOLA,FAVORABLE,AGUA POTABLE TRATADA
21702,1 ACTIVO,VALLE_DEL_CAUCA,PALMIRA,INVERSIONES CON AMOR PARA EL VALLE SAS,9006139980,ROSA NIDIA SALCEDO DE MONTOYA,CL 10 No 18A- 649 COR LA TORRE PALMIRA,FAVORABLE,PASTEL DE MASA DE PLATANO RELLENO DE QUESO Y BOCADILLO
21703,1 ACTIVO,ANTIOQUIA,GIRARDOTA,INVERSIONES INT COLOMBIA SAS,9004393012,JAIME GOMEZ REYES,"AU BELLO - HATILLO, PQ  INDUSTRIAL SAN FRANCISCO DE ASIS; BD 116 Y 177",FAVORABLE,POLLO MARINADO;ENSALADAS PARA PUNTOS DE VENTA
21722,1 ACTIVO,ANTIOQUIA,MEDELLIN,DIEGO ENRIQUE ZULUAGA RAMIREZ PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO PRODUCTOS ALIMENTICIOS FRUTSY,717198864,DIEGO ENRIQUE ZULUAGA RAMIREZ,CL 43 No 64 - 41,FAVORABLE,PULPA DE FRUTAS VARIEDADES; NECTAR DE FRUTAS VARIEDADES; BEBIDA LACTEA CON AVENA
21725,1 ACTIVO,ANTIOQUIA,MEDELLIN,PRODUCTOS ALIMENTICIOS JALISCO SAS,9007038624,WILLIAM DE JESUS MONTOYA HENAO,CARRERA 36 No 55 -49,FAVORABLE,GUACAMOLE
21727,1 ACTIVO,BOYACA,PUERTO BOYACA,GANADERIA LA CONQUISTA SAS,9007704476,DIEGO MAURICIO PAEZ BERNAL,CR 6 No 17 - 52,FAVORABLE,"QUESO FRESCO SEMIBLANDO SEMIGRASO, QUESO TIPO DOBLE CREMA"
21728,1 ACTIVO,BOYACA,PUERTO BOYACA,RODRIGUEZ BECERRA MARIA DEL CARMEN PROPIETARIA DEL ESTABLECIMIENTO DE COMERCIO FABRICA DE AGUA LAS ROCAS,206343094,MARIA DEL CARMEN RODRIGUEZ BECERRA,CR 2 No 15 - 51,FAVORABLE,AGUA POTABLE TRATADA
21729,1 ACTIVO,VICHADA,PUERTO CARREÑO,GARCIA NIETO LUZ MERY - AGUA PURA MANANTIAL,212494816,LUZ MERY GARCIA NIETO,LA GRANJA VIA EL TIESTERO ZN RURAL,FAVORABLE,AGUAPOTABLETRATADAYREFRESCOSDEAGUA
21734,1 ACTIVO,CALDAS,MANIZALES,LONDOÑO HENAO JAIR -MI ABUELA AREAS,750679076,JAIR LONDOÑO HENAO,VDA MATE GUADUA A 145 CORINTO,FAVORABLE,AREPAS DE MAIZ; MORCILLA
21737,1 ACTIVO,CALDAS,VILLAMARIA,NOREÑA PATIÑO DIEGO ARMANDO -AREPAS DORADAS EL REY,10606476971,DIEGO  NOREÑA PATIÑO,CL 7 No 4 - 50,FAVORABLE,AREPAS
21745,1 ACTIVO,BOGOTA,BOGOTA,LUIS ALBERTO REY ESTUPIÑAN PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO GER,912061660,LUIS ALBERTO REY ESTUPIÑAN,CL 102 No 70-38 PRIMER PI BR SANTA ROSA NORTE,FAVORABLE,MASA CONGELADA  LISTA PARA RELLENAR
21749,1 ACTIVO,BOGOTA,BOGOTA,CAMILO ANDRES HERRERA MARTIN PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO DISTRIBUIDORA Y PROCESADORA BELMONT CH,10224036673,CAMILO ANDRES HERRERA MARTIN,CR 62 No 5A-21 BR TRINIDAD GALAN,FAVORABLE,JAMON;HAMBURGUESA;SALCHICHA;CABANO;CHORIZO;PERNIL DE CERDO;PAVO RELLENO
21750,1 ACTIVO,BOYACA,TUNJA,MARTINEZ REYES LUIS ALFREDO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO COMESTIBLES FRITOS BOYACA,10512404546,LUIS ALFREDO MARTINEZ REYES,CR 21A No 27-160 BR ALTAMIRA,FAVORABLE,PAPAS Y PLATANOS FRITOS VARIEDADES;CHICHARRON
21752,1 ACTIVO,BOGOTA,BOGOTA,BERNAL BERU LUIS FERNANDO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO TAMATOLY LF,931302041,HERNANDEZ VILLAREAL RUPERTO,CL 51 C No 89A-58 SUR BR BOSA BRASIL,FAVORABLE,TAMALES
21756,1 ACTIVO,BOYACA,VENTAQUEMADA,LEONEL EDUARDO BASALLO HERNANDEZ,10142096571,LEONEL EDUARDO BASALLO HERNANDEZ,VDA BOJIRQUE SC PASUANCHO,FAVORABLE,QUESOS FRESCOS
21759,1 ACTIVO,SANTANDER,FLORIDABLANCA,VARGAS GARCIA JAVIER ORLANDO-AGROINDUSTRIALES DE ANCESTROS,912605497,JAVIER ORLANDO VARGAS GARCIA,KM 7 FI REPOSO VDA CASIANO BAJO,FAVORABLE CON OBSERVACIONES,CERVEZAS
21765,1 ACTIVO,SANTANDER,ONZAGA,MERCHAN MARTINEZ CARLOS ARTURO-FABRICA DE QUESOS EL VERGEL,56974786,CARLOS ARTURO MERCHAN MARTINEZ,FI EL VERGEL VDA SUSA,FAVORABLE,QUESOS FRESCOS
21770,1 ACTIVO,SANTANDER,VELEZ,WM PRODUCTOS EL PORVENIR VELEÑO SAS,9011979932,WILLIAM MATEUS PAEZ,KM 4 VI VELEZ-BARBOSA,FAVORABLE,MANJAR BLANCO;BOCADILLO DE GUAYABA;CARAMELOS BLANDOS
21783,1 ACTIVO,NORTE_DE_SANTANDER,VILLA DEL ROSARIO,PEÑALOZA HERNANDEZ DANIEL- AREQUIPE Y OBLEAS LA FRONTRERA,54924864,DANIEL HERNANDEZ PEÑALOZA,CR 12B No 19N-120 BR LA ESPERANZA,FAVORABLE,AREQUIPE ;LECHE CONDENSADA;MAYONESA;OBLEAS
21785,1 ACTIVO,SANTANDER,BUCARAMANGA,INVERSIONES REY ORTIZ E HIJOS & CIA S EN C-INDUSTRIAS LA ESMERALDA SDR,9007130581,ISIDORO REY ORTIZ,CL 6 N0 13-24 BR SAN RAFAEL,FAVORABLE,HIELO
21790,1 ACTIVO,CAQUETA,SAN VICENTE DEL CAGUAN,ALIMENTOS SANTILAC ZOMAC SAS,9011428572,PATRICIA RIVERA LADINO,KM 58 VDA PUERTO LLANO FI LAUREL - SAN VICENTE DEL CAGUAN,FAVORABLE,QUESO DOBLE CREMA Y QUESO CAMPESINO
21802,1 ACTIVO,VALLE_DEL_CAUCA,CALI,ROLDAN PARRA CESAR AUGUSTO,SIN DATO4,CESAR AUGUSTO ROLDAN PARRA,CL 32 No. 10-27 BR BENJAMIN HERRERA,FAVORABLE,ACEITE VEGETAL
21813,1 ACTIVO,CAUCA,TOTORO,JULIAN ANDRES MUÑOZ BOTELLO ESTABLECIMIENTO DE COMERCIO MUNDO LACTEO SANTA LUCIA,103055601,JULIAN ANDRES MUÑOZ BOTELLO,KM 3 VI TOTORO VDA ALTO PALACE,FAVORABLE,QUESO FRESCO
21814,1 ACTIVO,VALLE_DEL_CAUCA,LA UNION,JOSE ADRIAN MONSALVE OSORIO,147968335,JOSE ADRIAN MONSALVE OSORIO,VDA SABANAZO VI EL DOVIO VERSALLES,FAVORABLE,QUESOS FRESCOS
21819,1 ACTIVO,CAUCA,CAJIBIO,DIANA PATRICIA RESTREPO PETECHE ESTABLECIMIENTO DE COMERCIO LULA CAFE,10207524257,DIANA PATRICIA RESTREPO PETECHE,RESGUARDO INDIGENA DE PATH YU VDA LA CAPILLA 300 METROS DESPUES DE INSTITUCION EDUCATIVA LA CAPILLA,FAVORABLE,CAFE TOSTADO Y MOLIDO
21825,1 ACTIVO,CAUCA,LA SIERRA,ASOCIACION DE PRODUCTORES AGRICOLAS DE LA SIERRA - ASPROAGROSI,8170048480,DIOMAR COLLAZOS,CL 3 No 3-51 CABECERA MUNICIPAL,FAVORABLE,CAFE TOSTADO Y MOLIDO
21829,1 ACTIVO,CAUCA,POPAYAN,COOPERATIVA DE CAFICULTORES DEL CAUCA-CAFICAUCA,8915002313,EDGAR FRANCISCO MENESES MUÑOZ,CR 9 No 68N-04 BR BELLO HORIZONTE,FAVORABLE,CAFE TOSTADO Y MOLIDO
21840,1 ACTIVO,VALLE_DEL_CAUCA,PALMIRA,NUTRAMERICAN PHARMA SAS,9009862492,RICHARD SEGUNDO CASTIBLANCO GOMEZ,ZN FRANCA DEL PACIFICO CT YUMBO AE KM 6 MZ C BG1,FAVORABLE,ALIMENTO EN POLVO A BASE DE PROTEINA DE SUERO DE LECHE BOVINA
21852,1 ACTIVO,VALLE_DEL_CAUCA,CALI,INSUMOS ALIMENTICIOS DEL VALLE SAS,9005393645,ALEXANDRA ISAACS MURILLO,CR 6 No 31A-34 BR EL PORVENIR,FAVORABLE,MATERIASPRIMAS PARA LA INDUSTRIA DE LOS ALIMENTOS
21855,1 ACTIVO,VALLE_DEL_CAUCA,CALI,IMPORFOOD PACIFIC BLUE SAS,9009338369,FREDY JOVANY SALAZAR OSSA,CL 10 No 11-47 BR SAN BOSCO,FAVORABLE,FILETE DE PESCADO CRUDO CONGELADO
21856,1 ACTIVO,VALLE_DEL_CAUCA,BUENAVENTURA,FRIGORIFICO DANI FELIPE Y JHON ZOMAC SAS,9012597822,DANIELA VASQUEZ BARRERA,CL 3 A SUR No 7 C - 10 BR PUEBLO NUEVO (SEGUNDO PISO),FAVORABLE,PELADO DE CAMARON Y LANGOSTINO Y FILETEADO DE PESCADO
21857,1 ACTIVO,BOGOTA,BOGOTA,TRUJILLO CASILIMA WILSON JAVIER PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO PRODUCTOS NATURALES DEL SUR - PRONASUR,808092563,WILSON JAVIER TRUJILLO CASILIMA,CR 3A ESTE No 41B-11 SUR,FAVORABLE,GRANOLA; EMPAQUE DE HOJUELAS DE MAIZ; ARROZ SOPLADO; AROS DE COLORES; ETC
21858,1 ACTIVO,CUNDINAMARCA,MOSQUERA,SOLUCIONES OMEGA SA,9001923256,JOSE FERNANDO JIMENEZ ARANGO,TC DE OCCIDENTE KM 19 VI MOSQUERA MADRID PQ EMPRESARIAL SAN JORGE BG 35 MZ P4,FAVORABLE,BARQUILLOS  Y COPAS PARA HELADOS
21859,1 ACTIVO,CUNDINAMARCA,CHIA,AGROINDUSTRIA TROPICAL FRUIT COMPANY SAS,9009542961,ANDRY MARCELA MUÑOZ LOPEZ,VDA CERCA DE PIEDRA SC CS DEL INGENIERO MILITAR LT 4 FRENTE A CO EL CABUYAL,FAVORABLE,PULPAS DE FRUTA CONGELADAS CON O SIN AZUCAR
21861,1 ACTIVO,BOGOTA,BOGOTA,PULPAS EN LA SABANA SAS,9012146551,ADRIANA MORALES,CL 161A No 7F-40,FAVORABLE,PULPAS DE FRUTAS;PIÑA EN ALMIBAR
21862,1 ACTIVO,CUNDINAMARCA,MOSQUERA,RIBERQUIM FOOD INGREDIENTS SAS,8002324301,BERNARDO RIVERA MEDINA,CL 17 No 4-63 ESTE,FAVORABLE,EDULCORANTES Y MEZCLA DE EDULCORANTES
21864,1 ACTIVO,CUNDINAMARCA,SOPO,RODRIGUEZ QUECANO CAMILO ALFONSO,191642862,CAMILO ALFONSO RODRIGUEZ QUECANO,VDA PUEBLO VIEJO FI SAN CAYETANO SOPO (KM 4 VI BRICEÑO SOPO),FAVORABLE,PRODUCTOS DE PANADERIA TORTAS BIZCOCHOS MILHOJAS
21870,1 ACTIVO,CESAR,VALLEDUPAR,GELATO DEL VALLE,9011295449,LILIANA MARQUEZ PICO,CARRERA 18D N° 25 - 31,FAVORABLE,HELADOS DE LECHE
21879,1 ACTIVO,CUNDINAMARCA,TENJO,INDUSTRIAS ALIMIENTICIAS RAMI YA LTDA,9001281383,JAIRO RAMIREZ CORTES,KM 6 VIA SIBERIA TENJO VDA EL CHARCAL FI EL RECUERDO,FAVORABLE,PAN
21883,1 ACTIVO,CUNDINAMARCA,LA CALERA,VISION COLOMBIA RURAL SAS - QUESOS LA GAVIA,9007157904,GUSTAVO GAVIRIA ANGEL,KM 19 VI LA CALERA SOPO EN IZQUIERDA VDA SAN CAYETANO FI LA GAVIA,FAVORABLE,QUESO FRESCO SEMIGRASO; SEMIBLANDO
21891,1 ACTIVO,BOGOTA,BOGOTA,IRMA RONNEY TAPIERO GOMEZ PROPIETARIA DEL ESTABLECIMIENTO COMERCIALIZADORA DE CONDIMENTOS LA SUPERIOR,521270038,IRMA RONNEY TAPIERO GOMEZ,CR 17M No 67A-51 SUR BR LUCERO MEDIO,FAVORABLE,"Especias enteras puras y molidas (canela, clavo,anis, comino en pepa y pimienta en pepa)"
21892,1 ACTIVO,ANTIOQUIA,MEDELLIN,JESUS FERNEDY GALLEGO MUÑOZ PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO DISTRIBUIDORA DE CITRICOS FERNEDY GALLEGO,984535936,JESUS FERNEDY GALLEGO MUÑOZ,CR 78 B No 107 B - 07,FAVORABLE,BEBIDAS A BASE DE JUGO DE LIMON
21896,1 ACTIVO,ANTIOQUIA,SONSON,HEANO GALLEGO LUCRECIA PROPIETARIA DEL ESTABLECIMIENTO DE COMERCIO LOS SECRETOS DE LA ABUELA,221041781,LUCRECIA HENAO GALLEGO,CR 10 No 6 - 44 BR LA VALVARENA,FAVORABLE,GELATINA DE COLAGENO DE RES
21901,1 ACTIVO,ANTIOQUIA,LA ESTRELLA,DIAZ OCHOA GLORIA ISABEL PROPIETARIA DEL ESTABLECIMIENTO DE COMERCIO TERRASANO,431694909,GLORIA ISABEL DIAZ OCHOA,CL 79 C SUR No 54 - 66 BD 7,FAVORABLE,TOCINETA
21904,1 ACTIVO,QUINDIO,ARMENIA,LUIS FERNANDO ARANGO VELASQUEZ -HIMALAYA AGUA DE VIDA,10948952364,LUIS FERNANDO ARANGO VELASQUEZ,CR 18 No 58-33 BALCONES DEL EDEN LC 9,FAVORABLE,AGUA POTABLE TRATADA
21906,1 ACTIVO,CORDOBA,SAN PELAYO,PETRO AVILA PEDRO PABLO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO AGUA FRESK SAN PELAYO,73794529,PEDRO PABLO PETRO AVILA,CL 2 No 8-17 BR GALAN,FAVORABLE,AGUAPOTABLETRATADA
21910,1 ACTIVO,CORDOBA,SAN ANDRES DE SOTAVENTO,ASOCIACION DE APICULTORES INDIGENAS ZENU - APINZENU AGROSOLIDARIA TUCHIN,9008805627,YORLY SALGADO VELAZQUEZ,CR 2 CL 2 46 BR LOS ANDES,FAVORABLE,MIELDEABEJA
21914,1 ACTIVO,CAUCA,SILVIA,ASOCIACION DE PADRES DE FAMILIA DE LA INSTITUCION EDUCATIVA MISAK MAMA MANUELA,9004287071,MANUEL JESUS SUAREZ,VDA LAS DELICIAS RESGUARDO DE GUAMBIA,FAVORABLE,ALBONDIGA
21915,1 ACTIVO,SANTANDER,SAN GIL,ORTEGA MENESES JESUS GREGORIO-DELICHATOS,882080979,JESUS GREGORIO ORTEGA MENESES,CR 7D No 25-41 BR COOVIP,FAVORABLE,DULCE DE LECHE
21922,1 ACTIVO,SANTANDER,BARBOSA,ALARCON PAJARITO EDGAR ABEL-DISTRIBUIDORA ALKON,791641790,EDGAR ABEL ALARCON PAJARITO,TR 9 BIS DG 19-5 LT 9 MZ E BR TIERRA PROMETIDA,FAVORABLE,CEREALES PARA EL DESAYUNO
